Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
third_day_7cd0fb33		Знатненько прихуев от такого приветствия, я пробурчал извинения и виновато прошёл к свободной кровати, поставив сумку.	game/script.rpy	3484	"[what]"
third_day_92026f60		Заебись, из огня да в полымя, охуенно переселился. 	game/script.rpy	3489	"[what]"
third_day_df011f3b		Раскладывая свои вещи, я украдкой посматривал на скинхеда. 	game/script.rpy	3490	"[what]"
third_day_744a0958		Выглядел он, конечно, колоритно. Кожанка на чёрную кофту, джинсы, абсолютно лысый череп. 	game/script.rpy	3491	"[what]"
third_day_3721a223		Находиться в комнате с этим чудаком было не очень комфортно. Решение переселиться от вонючего, но заурядного алкаша, уже не выглядело хорошим. 	game/script.rpy	3492	"[what]"
third_day_f434847c	skin	Да бля, че ты на меня зыришь?	game/script.rpy	3497	skin "[what]"
third_day_002e60bc		От неожиданности я вновь оторопел, не зная, что ответить. Он же с закрытыми глазами был, как он увидел?	game/script.rpy	3498	"[what]"
third_day_8c835329	skin	Ладно, бля, похуй...	game/script.rpy	3499	skin "[what]"
third_day_dd934d78		Он резко вскочил с кровати и замер в странной позе, постояв так пару секунд, он потянулся, хрустнув костями, и неожиданно протянул руку.	game/script.rpy	3500	"[what]"
third_day_3463bbf8	skin	Меня Мыкало звать!	game/script.rpy	3505	skin "[what]"
third_day_75313ad7	sanya	Саня...	game/script.rpy	3506	sanya "[what]"
third_day_e4892744	skin	Здрав будь, Саня!	game/script.rpy	3507	skin "[what]"
third_day_0f120606	sanya	Здрав...	game/script.rpy	3508	sanya "[what]"
third_day_1c4da69f		Вот это имечко конечно..	game/script.rpy	3509	"[what]"
third_day_118ee404	skin	Располагайся, че замер-то, помочь чем что ли?	game/script.rpy	3510	skin "[what]"
third_day_833c6c90		Я осознал, что я неприлично долго разглядываю своего необычного соседа, так что резко одернув руку, я буркнул:	game/script.rpy	3511	"[what]"
third_day_89151ac3	sanya	Все нормально, я сам как-нибудь.	game/script.rpy	3512	sanya "[what]"
third_day_7c5965ab		Развернувшись, я продолжил разбирать свои вещи, стараясь сделать это как можно быстрее, чтобы смыться из комнаты на обед.	game/script.rpy	3513	"[what]"
third_day_4eb9ff13	skin	Странный ты какой-то...	game/script.rpy	3518	skin "[what]"
third_day_d91828e6		На себя посмотри, древняя реликвия... Вслух я это, конечно, не сказал. 	game/script.rpy	3519	"[what]"
third_day_728cacfc	skin	О, я тебя вспомнил, ты с кислой мордой шёл позади всех на экскурсии.	game/script.rpy	3520	skin "[what]"
third_day_6d4f014d	sanya	Ну, было дело...	game/script.rpy	3521	sanya "[what]"
third_day_4aa67142	skin	А все потому, что у тебя энергетика загрязнена!	game/script.rpy	3522	skin "[what]"
third_day_abb90d29	sanya	Чего?	game/script.rpy	3523	sanya "[what]"
third_day_f2ea2622	skin	Прочиститься тебе надо, вот что! Где-то у меня тут была одна штука...	game/script.rpy	3524	skin "[what]"
third_day_a799b500		Он чуть ли не с головой зарылся в свою сумку, увлеченно там что-то разыскивая.	game/script.rpy	3525	"[what]"
third_day_11a159b4	sanya	Слабительное что ли?	game/script.rpy	3526	sanya "[what]"
third_day_51f9a63b	skin	Во!	game/script.rpy	3527	skin "[what]"
third_day_2a3f15d5		Он воздел руку в потолок, в ней было зажато что-то, что было подозрительно похоже на самокрутку...	game/script.rpy	3528	"[what]"
third_day_033fa418	skin	По древним рецептам наших славных предков! Сушеные листья клена, березы, акации и куча разных полезных трав! Вмиг встанешь на ноги!	game/script.rpy	3530	skin "[what]"
third_day_e2c81c45		Это он мне древнерусский косячок предлагает?	game/script.rpy	3532	"[what]"
third_day_6ad5564f		Я с сомнением посмотрел на протянутую руку, потом на честную морду панка.	game/script.rpy	3557	"[what]"
third_day_612addb5		Тот, заметив мои душевные метания, доверительно произнес: 	game/script.rpy	3558	"[what]"
third_day_cbf3dcc5	skin	Сам собирал и набивал, точно по рецепту!	game/script.rpy	3559	skin "[what]"
third_day_1aee2439	sanya	И где ты эти рецепты откопал?	game/script.rpy	3560	sanya "[what]"
third_day_07eeede4		Не то, чтобы мне было интересно, но иногда забавно слушать вот таких вот... индивидов. Мыкало, услышав вопрос по теме, радостно начал объяснять.	game/script.rpy	3561	"[what]"
third_day_d61d033b	skin	Я когда у бабушки на чердаке убирался, одну книгу нашел, можно сказать, манускрипт!	game/script.rpy	3562	skin "[what]"
third_day_a38b7117	extend	 Русскими рунами писано было, Родом клянусь! И бумага такая, будто из кожи сделана, ну, ты понимаешь, о чем я...	game/script.rpy	3563	extend "[what]"
third_day_1eeaba35	sanya	Ну как сказать...	game/script.rpy	3564	sanya "[what]"
third_day_6e54ddc5	skin	Короче, я на один форум зашел, там мне все и объяснили. Сказали, это древний травник, возможно, созданный ещё при Рюриковичах, представь!	game/script.rpy	3565	skin "[what]"
third_day_cfad1cdd	sanya	А ты, оказывается, не один такой...	game/script.rpy	3566	sanya "[what]"
third_day_f56a7dd3	skin	Вот, я его изучил поподробнее, там некоторые слова знакомы были, и понял, что медицина в сравнении с этим – чепуха полная! Ты знал, что все проблемы со здоровьем – от нестабильной связи с землей идут?	game/script.rpy	3567	skin "[what]"
third_day_1c51bf03	sanya	Ну хоть не с Нибиру...	game/script.rpy	3568	sanya "[what]"
third_day_196bb7e1	skin	Я тоже сначала смеялся, а потом попробовал – и прозрел!	game/script.rpy	3569	skin "[what]"
third_day_2a584fa7		Он вновь протянул мне скрутку, причем с таким одухотворенным лицом, что я просто не смог отказать. Вот так в секты и попадают.	game/script.rpy	3576	"[what]"
third_day_f5e56a29	sanya	Ну, ладно, давай своё чудодейственное средство.	game/script.rpy	3577	sanya "[what]"
third_day_d9d25496		Он с готовностью сунул мне в руку скрутку, кажется, в сушеном лопухе, и достал зажигалку.	game/script.rpy	3578	"[what]"
third_day_202a510f	sanya	У меня своя.	game/script.rpy	3584	sanya "[what]"
third_day_c9c74eec		Я достал из кармана жигу и, чиркнув кремнем, подпалил краешек травяной папиросы.	game/script.rpy	3591	"[what]"
third_day_8237c4ae		По комнате распространился запах горелой травы, но не то, чтобы он неприятно пах. Ободренный этим фактом, я затянулся. 	game/script.rpy	3592	"[what]"
third_day_3798bf2c	sanya	Кха-кха-кха-кха!	game/script.rpy	3596	sanya "[what]"
third_day_c9032e01		Легкие обожгло огнем, а в голове зашумело. Кашель был настолько сильный, что меня чуть не вырвало. 	game/script.rpy	3597	"[what]"
third_day_01ea35a1	extend	Дышать я не мог, так что очень скоро начал задыхаться.	game/script.rpy	3598	extend "[what]"
third_day_4be578a7	skin	Ой, я тебе, кажется, не ту дал! Щас, подожди... Где же она...	game/script.rpy	3599	skin "[what]"
third_day_a27a4b7d		Под мой нестерпимый кашель он вновь принялся копаться в своей сумке, и в скором времени извлек оттуда новую скрутку. 	game/script.rpy	3600	"[what]"
third_day_5af3f65a	skin	Держи! Это то, что надо!	game/script.rpy	3604	skin "[what]"
third_day_8f288ea6	sanya	И... Иди... Помоги....	game/script.rpy	3605	sanya "[what]"
third_day_4c146c51		Я даже не смог послать его на хуй, из-за того, что очень сильно задыхался.	game/script.rpy	3606	"[what]"
third_day_54d3b21a		Сознание плыло, а я всё ещё не мог вздохнуть. Липкий страх пополз по спине и с каждой секундой без воздуха он становился сильнее.	game/script.rpy	3607	"[what]"
third_day_47bc73a6	sanya	Вра... Врача...	game/script.rpy	3608	sanya "[what]"
third_day_8a5662f6		Паника захлестнула меня, и к кашлю прибавилась ещё и одышка. Настоящее комбо и фаталити для дыхательных путей.	game/script.rpy	3609	"[what]"
third_day_e7536099		В глазах темнело, от кашля меня вырвало, что отнюдь не способствовало поступлению кислорода. 	game/script.rpy	3610	"[what]"
third_day_80ec1948		Да чтоб ещё раз я что-то пробовал из рук незнакомцев! 	game/script.rpy	3611	"[what]"
third_day_79111af0		С такими мыслями я и ушел в отруб.	game/script.rpy	3620	"[what]"
third_day_b7c1f580		Ох-х-х, как же мне хуёво...	game/script.rpy	3622	"[what]"
third_day_e3bf0186		Перед глазами все вертелось и кружилось, а во рту будто бы насрали кошки. Причем несколько раз.	game/script.rpy	3623	"[what]"
third_day_2804d9fb		Легкие болели так, будто бы их прострелили. Нахуй я согласился?.. Щас бы сидел в столовой, пил чаек с девчонками и в ус не дул.	game/script.rpy	3624	"[what]"
third_day_b20f0b95	grusha	О, ты очнулся!	game/script.rpy	3636	grusha "[what]"
third_day_c5912c8b		Я попытался рассмотреть источник голоса, но адский калейдоскоп перед глазами мешал это сделать. 	game/script.rpy	3637	"[what]"
third_day_9a075da8	grusha	Рот открой.	game/script.rpy	3638	grusha "[what]"
third_day_aec26969		Но не успел я послушаться, как губ что-то коснулось и я почувствовал, что мне впрыснули что-то прямо в горло. 	game/script.rpy	3639	"[what]"
third_day_9697964b		Закашлявшись от жуткой горечи, попавшей не в то горло, я блеванул в заботливо подставленный кем-то тазик. 	game/script.rpy	3640	"[what]"
third_day_ec3a2d52		Как следует прочистив желудок, я с облегчением откинулся на кушетке. 	game/script.rpy	3641	"[what]"
third_day_297f59ff	grusha	Полегчало?	game/script.rpy	3646	grusha "[what]"
third_day_326b5178		Я снова не успел ответить – в рот опять что-то впрыснули, но не такое неприятное и не так резко, так что с трудом, но я смог проглотить препарат.	game/script.rpy	3647	"[what]"
third_day_caae5c47	sanya	Вы кто? Где я?	game/script.rpy	3648	sanya "[what]"
third_day_dd093ac3	grusha	Я Агриппина Филипповна, твой ангел хранитель на случай, если опять будешь принимать сомнительные вещества.	game/script.rpy	3649	grusha "[what]"
third_day_64e39d59	extend	 А находишься ты в раю, где ставят на ноги таких как ты.	game/script.rpy	3650	extend "[what]"
third_day_c4873d53	sanya	А-а-а.	game/script.rpy	3651	sanya "[what]"
third_day_e9533f40	grusha	Бэ-э, дурында, ещё раз тут появишься – я палец о палец не ударю. Такой молодой, а уже... эх!	game/script.rpy	3652	grusha "[what]"
third_day_6fc7a5de		Бурчание продолжалось, но уже так невнятно, что разобрать было сложно. 	game/script.rpy	3653	"[what]"
third_day_5d34b67d		С каждой минутой мне становилось все лучше и лучше. По крайней мере, вертолётики кончились, да и легкие не так сильно болели. 	game/script.rpy	3654	"[what]"
third_day_dec256c5		Наконец, я смог нормально осмотреться. 	game/script.rpy	3655	"[what]"
third_day_261e7704		Обычный процедурный кабинет. В дальнем углу звенела колбами низенькая женщина, видимо, это и есть Агриппина Филипповна. 	game/script.rpy	3656	"[what]"
third_day_13e4e4a6		Обернувшись, она просканировала меня своим орлиным взглядом и что-то решив для себя сунула руку в карман. 	game/script.rpy	3657	"[what]"
third_day_d4c5f202	grusha	На! Выпьешь после обеда чтобы до конца все токсины вывести.	game/script.rpy	3658	grusha "[what]"
third_day_e6f5d4a9_1	sanya	Спасибо...	game/script.rpy	3659	sanya "[what]"
third_day_d88b28ae	grusha	Пожалуйста, идти можешь?	game/script.rpy	3660	grusha "[what]"
third_day_faa17229_1	sanya	Могу...	game/script.rpy	3661	sanya "[what]"
third_day_4328354a	grusha	Ну так иди на хуй отсюда!	game/script.rpy	3666	grusha "[what]"
third_day_793e349b		Бодро вскочив, я вылетел пробкой из процедурного кабинета. 	game/script.rpy	3667	"[what]"
third_day_021d1dce	extend	Никогда так быстро в себя не приходил, хотя считай при смерти был. Баба Груша реально волшебница! 	game/script.rpy	3680	extend "[what]"
third_day_db91d082		В животе заурчало, но аппетита как такового не было, поскольку чувство насранности во рту не пропало. Хотелось чем-то прополоскать рот, желательно пивком...	game/script.rpy	3681	"[what]"
third_day_6ad5564f_1		Я с сомнением посмотрел на протянутую руку, потом на честную морду панка.	game/script.rpy	3699	"[what]"
third_day_c00da63f		Тот, заметив мои душевные метания, доверительно произнес:	game/script.rpy	3700	"[what]"
third_day_cbf3dcc5_1	skin	Сам собирал и набивал, точно по рецепту!	game/script.rpy	3701	skin "[what]"
third_day_9c5b86be	sanya	Ну сам и употребляй, а я кушать пойду	game/script.rpy	3702	sanya "[what]"
third_day_8df5e83a	skin	Э-э, я от сердца, считай, отрываю	game/script.rpy	3703	skin "[what]"
third_day_9b182af7	sanya	Считай, я сберег твое сердце, покеда	game/script.rpy	3704	sanya "[what]"
third_day_a267cfc4	skin	Ладно, но потом сам ко мне прибежишь!	game/script.rpy	3705	skin "[what]"
third_day_f56c8a66		Ничего не ответив, я вышел в коридор. Многовато чудиков что-то вокруг меня крутиться в последнее время. 	game/script.rpy	3706	"[what]"
third_day_5f53facc		Чувствуя легкий голод, я спустился в столовую, находящуюся на первом этаже.	game/script.rpy	3707	"[what]"
third_day_37af9f85		Я решил не спорить с Валерией Владимировной и направился прямо к свободной кровати.	game/script.rpy	3710	"[what]"
third_day_a208cb97		На соседней в этот же момент развалился пластом жира Павел с тройным подбородком и тройным одеколоном.	game/script.rpy	3711	"[what]"
third_day_618184fd	valeria	Вот и прекрасно! Надеюсь, вы подружитесь!	game/script.rpy	3712	valeria "[what]"
third_day_15613473		С этими словами неунывающая Валерия Владимировна ушла, оставив меня наедине с Павлом Геннадьевичем.	game/script.rpy	3721	"[what]"
third_day_34803353	pavel	Досданья, Влерья Ладимирна!	game/script.rpy	3722	pavel "[what]"
third_day_ec04dcff		Что-то нечленораздельное раздалось из уст Павла.	game/script.rpy	3723	"[what]"
third_day_79c6f221		Ладно, возможно, что я слишком категоричен. В конце-концов это же не просто кусок жира, а ещё и кусок мышц проглядывается?	game/script.rpy	3724	"[what]"
third_day_1051e0ee		За этим всем явно что-то стоит. Мужик понакачанней меня будет, чего это я.	game/script.rpy	3725	"[what]"
third_day_cba1bb08		Может скорешимся с ним, кто знает? Но сначала надо разобрать вещи.	game/script.rpy	3730	"[what]"
third_day_fb2142b3		У меня их было немного, поэтому я быстро управился, рассовав всё по тумбочкам и единственному шкафу в комнате.	game/script.rpy	3731	"[what]"
third_day_da5e5455		Павел Геннадьевич даром времени не терял, и от его кровати на всю комнату раздался богатырский храп.	game/script.rpy	3733	"[what]"
third_day_39892772		Кажется, даже окна задрожали.	game/script.rpy	3734	"[what]"
third_day_3ed0d988		Выйдя на балкон, я невольно залюбовался открывшейся передо мной картиной.	game/script.rpy	3743	"[what]"
third_day_46d05aee		Никогда не был особым ценителем ландшафтного дизайна, но этот вид и у меня вызывает восторг.	game/script.rpy	3745	"[what]"
third_day_eb4138eb		Множество клумб и цветов, которые складывались в незамысловатые узоры. Много беседок поодаль, изумрудные поляны и очень много деревьев.	game/script.rpy	3747	"[what]"
third_day_c84ca15b		Я глубоко вздохнул свежий воздух, пахший холодной рекой и мокрыми камнями, и у меня даже немного закружилась голова.	game/script.rpy	3748	"[what]"
third_day_a1e577c1		И курить не хотелось! Вот настолько плодотворно воздействовала на меня местная природа.	game/script.rpy	3750	"[what]"
third_day_ad454e51		Плюнув на всё, я плюхнулся в кресло и, любуясь видом, всё-таки достал свой ванильный чапман.	game/script.rpy	3754	"[what]"
third_day_e49590ea		Красота! Лепота!	game/script.rpy	3760	"[what]"
third_day_c9210a41		Кажется, я понимаю, что чувствовал Иван Васильевич, когда смотрел на Москву.	game/script.rpy	3761	"[what]"
third_day_09ecf45c		Всё-таки, есть в созерцании бесконечно вечного что-то великое, вдохновляющее, настраивающее на определённый умственный лад...	game/script.rpy	3762	"[what]"
third_day_4cd9df20		~Хр-р-р~	game/script.rpy	3767	"[what]"
third_day_562fb5f6	sanya	Да блядство!	game/script.rpy	3768	sanya "[what]"
third_day_593e5c70		Вышло это неожиданно громко даже для меня.	game/script.rpy	3770	"[what]"
third_day_bff2c353		За стеной послышался громкий кашель, такой сильный, что я даже испугался.	game/script.rpy	3774	"[what]"
third_day_d33eba96		Заглянув в окно, обнаружил, что Павел Геннадьевич сидит на кровати и пытается вздохнуть.	game/script.rpy	3775	"[what]"
third_day_0afbf0aa		Голова его покраснела как помидор, а изо рта вырывался жуткий хрип.	game/script.rpy	3776	"[what]"
third_day_65a0bbbc		Ой... 	game/script.rpy	3778	"[what]"
third_day_3103f268	extend	Как бы не вышло чего.	game/script.rpy	3779	extend "[what]"
third_day_83ece2a2		Но, слава богу, всё обошлось.	game/script.rpy	3781	"[what]"
third_day_f120be7e		Казалось, что это даже пошло на пользу Павлу Геннадьевичу.	game/script.rpy	3782	"[what]"
third_day_1d7e492d		По крайней мере, с кровати он встал очень резво.	game/script.rpy	3783	"[what]"
third_day_cb43a28b		Выйдя на балкон, он через нос вздохнул местный воздух. И со словами: "Пиздато!" достал сигареты.	game/script.rpy	3785	"[what]"
third_day_9609cc8e		Плюхнувшись на свободное кресло, которое жалобно скрипнуло под ним, но все же стоически выдержало, он закурил.	game/script.rpy	3794	"[what]"
third_day_a4c8ee75		Мы оба наслаждались видом, тишиной и возможностью просто спокойно посидеть.	game/script.rpy	3804	"[what]"
third_day_b3384b4b		Никуда не нужно идти. Нет вечно давящей ответственности, горящих дедлайнов, беспокойства и стресса.	game/script.rpy	3805	"[what]"
third_day_583f2e14		Тут по настоящему можно ощутить течение времени. Понять его силу, почувствовать мощь.	game/script.rpy	3806	"[what]"
third_day_41007516	pavel	Модные у тебя сигареты.	game/script.rpy	3808	pavel "[what]"
third_day_04722454		Павел Геннадьевич докурил свою и забычковал оранжевый фильтр.	game/script.rpy	3809	"[what]"
third_day_0ed3ed77	sanya	Да обычные, вроде. Чапман ванильный.	game/script.rpy	3811	sanya "[what]"
third_day_61aaa873	pavel	С кнопкой, что ли?	game/script.rpy	3812	pavel "[what]"
third_day_b7f9be7d		В его взгляде появилась насмешка.	game/script.rpy	3814	"[what]"
third_day_94249ee5	sanya	Нет, просто фильтр такой.	game/script.rpy	3816	sanya "[what]"
third_day_535db98d	pavel	Дашь попробовать? А я тебе свои.	game/script.rpy	3817	pavel "[what]"
third_day_4285d953		Он протянул пачку красного Мальборо.	game/script.rpy	3819	"[what]"
third_day_a1d55cc3		Мы обменялись сигаретами и закурили.	game/script.rpy	3820	"[what]"
third_day_ccdae0d7		После Чапмана, Мальборо показалось более крепкой, однако, я к ним быстро привык.	game/script.rpy	3825	"[what]"
third_day_b418caf6		Голова немного закружилась, так что я старался делать более редкие тяжки.	game/script.rpy	3826	"[what]"
third_day_ead9856f	sanya	Хороший табак, впечатляет.	game/script.rpy	3828	sanya "[what]"
third_day_e3bc369a	pavel	Меня другой не берет.	game/script.rpy	3829	pavel "[what]"
third_day_43e42986		Он сделал очередную тяжку, втянув сигарету чуть ли не в половину. Мощный мужик, зря я на него бузил.	game/script.rpy	3831	"[what]"
third_day_f7c661f0	pavel	Неплохие сигареты.	game/script.rpy	3832	pavel "[what]"
third_day_cd22771d		Одобрительно проговорил он, выдыхая дым.	game/script.rpy	3833	"[what]"
third_day_a848df1b	pavel	А есть без лишних запахов? Не люблю я все эти ванили, вишни-хуишни, мне б нормального крепкого табачку.	game/script.rpy	3834	pavel "[what]"
third_day_20c65283	sanya	Да, вроде, есть классический чапман, но я его никогда не пробовал.	game/script.rpy	3835	sanya "[what]"
third_day_a3efa7e0	pavel	Это хорошо, надо бы попробовать.	game/script.rpy	3836	pavel "[what]"
third_day_878e25dd		Он кинул сигарету в пепельницу. За пару тяг он дошёл до самого фильтра, и уже доставал следующую из своей пачки.	game/script.rpy	3837	"[what]"
third_day_49450be7		Я же понял, что многовато в себя никотина принял, так что тоже положил выкуренную наполовину сигарету.	game/script.rpy	3838	"[what]"
third_day_d4539306	pavel	Я люблю чистый запах табака, без всяких примесей. Только так раскрывается его уникальный вкус.	game/script.rpy	3840	pavel "[what]"
third_day_45e08623	pavel	А если всякие вишни, арбузы, ванили добавлять, то в чем смысл? Иди салата наверни, если фрукты так нравятся.	game/script.rpy	3841	pavel "[what]"
third_day_40772df6	sanya	Ну не всем нравится чистый запах табака, некоторые пытаются его смягчить.	game/script.rpy	3844	sanya "[what]"
third_day_39c76e5b	pavel	Да-а-а, и так во всем! Все что-то пытаются смягчить, замаскировать, замылить. Зачем?!	game/script.rpy	3845	pavel "[what]"
third_day_390f8ef3	pavel	Почему бы не наслаждаться тем, что-есть? Не зря же оно нам дано, правильно?	game/script.rpy	3846	pavel "[what]"
third_day_b53d57ab	sanya	Но если совсем невмоготу, если так получилось, что не можешь привыкнуть и наслаждаться чем-то, то зачем это терпеть?	game/script.rpy	3848	sanya "[what]"
third_day_5ea85048	sanya	Можно же адаптировать под себя. В конце-концов любой человек стремиться к комфорту. Именно благодаря ему мы сейчас здесь сидим.	game/script.rpy	3849	sanya "[what]"
third_day_9699eabf	pavel	Твоя правда, да. Тебя, кстати, как зовут-то?	game/script.rpy	3851	pavel "[what]"
third_day_b4595d0a	sanya	Саня. Александр.	game/script.rpy	3852	sanya "[what]"
third_day_fb927b31		Я пожал протянутую руку.	game/script.rpy	3854	"[what]"
third_day_ace4262c	pavel	Меня Пал Генадич, будем знакомы.	game/script.rpy	3856	pavel "[what]"
third_day_8df1899a		Я посмотрел на время. Близился обед, так что пора бы собираться.	game/script.rpy	3858	"[what]"
third_day_18b69e29		Поднявшись, я размял спину, затекшую от жестких кресел.	game/script.rpy	3859	"[what]"
third_day_928b3c7b	pavel	Ты, вроде, хороший мужик, Саня, может быть тут посидим?	game/script.rpy	3860	pavel "[what]"
third_day_91374e01	pavel	Что туда идти траву есть, я курочку привез с собой, картошечку.	game/script.rpy	3861	pavel "[what]"
third_day_0aeb8edc	pavel	Тут стол есть, на нем расположимся, отметим, так сказать приезд.	game/script.rpy	3862	pavel "[what]"
third_day_021844ac		Ну, почему бы и не посидеть с хорошим человеком?	game/script.rpy	3881	"[what]"
third_day_6ca82d74	sanya	А давайте!	game/script.rpy	3882	sanya "[what]"
third_day_a545de7b	pavel	Во-о-от! Вот это по-нашему!	game/script.rpy	3887	pavel "[what]"
third_day_1fba04fe		Вернувшись в номер, мы стали накрывать поляну. Павел Геннадьевич достал из своей сумки курочку, бережно завернутую в фольгу.	game/script.rpy	3898	"[what]"
third_day_dcb0e523		Потом пару контейнеров с салатами, жареной картошкой, нарезал сыр и колбасу.	game/script.rpy	3899	"[what]"
third_day_87d7e2a1		Буквально через десять минут в нашем номере красовался добротный холостяцкий стол, венчала который бутылка армянского коньяка, бережно вынутая Павлом Геннадьевичем из отдельной сумки.	game/script.rpy	3900	"[what]"
third_day_bd850141		Разлив по складным стопарикам на два пальца, мы не чокаясь опрокинули их.	game/script.rpy	3901	"[what]"
third_day_a72a46a3	pavel	Ну, за знакомство!	game/script.rpy	3906	pavel "[what]"
third_day_25f6a0db	sanya	Извините, Пал Геннадьич, но меня там кое-кто ждем в столовой, давайте в следующий раз?	game/script.rpy	3924	sanya "[what]"
third_day_ad2412c6		Взгляд мужчины погрустнел, но он всё равно протянул мне руку.	game/script.rpy	3925	"[what]"
third_day_6f9979fe	pavel	Ничего, Саня, все нормально. Мы же тут неделю будем, ещё успеется!	game/script.rpy	3926	pavel "[what]"
third_day_0ed33cd0		С этими словами он встал, хрустнув коленями, и прошёл в комнату.	game/script.rpy	3930	"[what]"
third_day_d7e75ce2		Я, чувствуя легкий голод, спустился в столовую, находящуюся на первом этаже.	game/script.rpy	3931	"[what]"
third_day_982c538c		За первой бутылкой последовала вторая, за ней третья. Казалось, сумка Павлка Геннадьевича была бездонной.	game/script.rpy	3955	"[what]"
third_day_86d880b8	pavel	Ты, Санька, хороший парень! Тока тощий, шо тростинка.	game/script.rpy	3956	pavel "[what]"
third_day_a7846e55	pavel	Тебе бы ко мне в деревню на недельку, в поля, сразу в нормального мужика превратишься!	game/script.rpy	3957	pavel "[what]"
third_day_2eaa0a80		Я в ответ промычал что-то нечленораздельное, всеми силами стараясь держать себя в вертикальном положении.	game/script.rpy	3958	"[what]"
third_day_99a7208f	pavel	Задохлик, как есть задохлик! Ну ничо, дядя Паша научит тебя как эту жизнь жить!	game/script.rpy	3959	pavel "[what]"
third_day_91dcb389		Он хлопнул меня по плечу, что стало критическим для моего вестибулярного аппарата.	game/script.rpy	3960	"[what]"
third_day_cb96b02f		Перед глазами все поплыло. Пол и потолок поменялись местами и я со всего маху брякнулся об плиточный пол.	game/script.rpy	3961	"[what]"
third_day_29d3624c		Голова адски кружилась, меня штормило даже лежа.	game/script.rpy	3972	"[what]"
third_day_6f62bd49		Сквозь пелену и мельтешащие круги надо мной появилось обеспокоенное лицо Павла Геннадьича, а голос его доносился как из под земли.	game/script.rpy	3973	"[what]"
third_day_5a84d404	pavel	Санька, Санька! Ты голову расшиб!	game/script.rpy	3974	pavel "[what]"
third_day_7193197b		Он говорил что-то ещё но я уже не слышал. Сознание постепенно затухало.	game/script.rpy	3975	"[what]"
third_day_b7c1f580_1		Ох-х-х, как же мне хуёво...	game/script.rpy	3976	"[what]"
third_day_e3bf0186_1		Перед глазами все вертелось и кружилось, а во рту будто бы насрали кошки. Причем несколько раз.	game/script.rpy	3977	"[what]"
third_day_33147712		Живот болел так, будто бы его прострелили, а пищевод саднил, будто я хлестал кислоту, а не коньяк.	game/script.rpy	3978	"[what]"
third_day_2bd02226		Нахуй я согласился?.. Щас бы сидел в столовой, пил чаек с девчонками и в ус не дул.	game/script.rpy	3979	"[what]"
third_day_b20f0b95_1	grusha	О, ты очнулся!	game/script.rpy	3987	grusha "[what]"
third_day_b464d64a		Я попытался рассмотреть источник голоса, но адский калейдоскоп перед глазами мешал это сделать.	game/script.rpy	3988	"[what]"
third_day_9a075da8_1	grusha	Рот открой.	game/script.rpy	3993	grusha "[what]"
third_day_bd9bbb13		Но не успел я послушаться, как губ что-то коснулось и я почувствовал, что мне впрыснули что-то прямо в горло.	game/script.rpy	3994	"[what]"
third_day_a3e70c75		Закашлявшись от жуткой горечи, попавшей не в то горло, я блеванул в заботливо подставленный кем-то тазик.	game/script.rpy	3995	"[what]"
third_day_a415c7cc		Как следует прочистив желудок, я с облегчением откинулся на кушетке.	game/script.rpy	3996	"[what]"
third_day_297f59ff_1	grusha	Полегчало?	game/script.rpy	4001	grusha "[what]"
third_day_61708013		Я снова не успел ответить – в рот опять что-то впрыснули, но не такие неприятное и не так резко, так что с трудом, но я смог проглотить препарат.	game/script.rpy	4002	"[what]"
third_day_caae5c47_1	sanya	Вы кто? Где я?	game/script.rpy	4003	sanya "[what]"
third_day_ae631039	grusha	Я Агриппина Филипповна, твой ангел хранитель на случай, если опять перепьешь. А находишься ты в раю, где ставят на ноги таких как ты.	game/script.rpy	4004	grusha "[what]"
third_day_f6981505	sanya	А-а-а-а.	game/script.rpy	4005	sanya "[what]"
third_day_9fb60d7d	grusha	"Б", дурында, ещё раз тут появишься – рассолом буду отпаивать. Такой молодой, а уже... эх!	game/script.rpy	4006	grusha "[what]"
third_day_269fec17		Бурчание продолжалось, но уже так невнятно, что разобрать было сложно.	game/script.rpy	4007	"[what]"
third_day_696a6c0e		С каждой минутой мне становилось все лучше и лучше.	game/script.rpy	4008	"[what]"
third_day_5289da0c		По крайней мере, вертолётики кончились, да и живот не так сильно болел.	game/script.rpy	4009	"[what]"
third_day_59e0e3be		Наконец, я смог нормально осмотреться.	game/script.rpy	4010	"[what]"
third_day_89da7b69		Обычный процедурный кабинет. В дальнем углу звенела колбами низенькая женщина, видимо, это и есть Агриппина Филипповна.	game/script.rpy	4011	"[what]"
third_day_e12b0798		Обернувшись, она просканировала меня своим орлиным взглядом и что-то решив для себя сунула руку в карман.	game/script.rpy	4013	"[what]"
third_day_d4c5f202_1	grusha	На! Выпьешь после обеда чтобы до конца все токсины вывести.	game/script.rpy	4014	grusha "[what]"
third_day_e6f5d4a9_2	sanya	Спасибо...	game/script.rpy	4015	sanya "[what]"
third_day_d88b28ae_1	grusha	Пожалуйста, идти можешь?	game/script.rpy	4016	grusha "[what]"
third_day_faa17229_2	sanya	Могу...	game/script.rpy	4017	sanya "[what]"
third_day_4328354a_1	grusha	Ну так иди на хуй отсюда!	game/script.rpy	4022	grusha "[what]"
third_day_214907f9		Бодро вскочив, я вылетел пробкой из процедурного кабинета.	game/script.rpy	4023	"[what]"
